RKS,comp,#,type,HIP,G2K,sample1,sample2,RA,DEC,map,sep,parallax,pmra,pmdec,Gmag,Bg-Rg,Bg,Rg,PA,DR2_ID,RA_RKS_DD,DEC_RKS_DD
RKS0035+1235,-,1,K*,HIP002828,G2K000059,40-50,eq,00:35:52.8,+12:35:47.8,......,........,23.166,-366.587,-314.837,10.660,1.668,11.472,9.805,.....,2778766810273826560,8.970000,12.596611
RKS0036-0930,-,1,K*,HIP002839+,G2K000060,00-33,eq,00:36:00.0,-09:30:56.1,......,........,32.613,-175.569,-568.527,10.559,1.781,11.442,9.661,.....,2426119449465130112,9.000000,-9.515583
RKS0036+2108,-,1,K*,,G2K000061,40-50,eq,00:36:40.9,+21:08:52.2,......,........,22.680,196.541,3.818,10.914,1.702,11.749,10.047,.....,2796445956520807424,9.170417,21.147833
RKS0036+2610,-,1,K*,,G2K000062,00-33,eq,00:36:57.9,+26:10:54.6,......,........,43.471,76.065,41.889,8.598,1.448,9.281,7.833,.....,2807687883095124992,9.241250,26.181833
RKS0038+5219,-,1,K*,HIP003008,,00-33,no,00:38:15.3,+52:19:55.5,......,........,43.435,-74.788,-137.149,9.807,1.823,10.722,8.899,.....,416135846558362112,9.563750,52.332083
RKS0038-1210,-,1,K*,HIP003028,G2K000063,40-50,eq,00:38:33.2,-12:10:20.6,......,........,23.909,111.012,85.902,8.975,1.026,9.427,8.401,.....,2377094321926764160,9.638333,-12.172389
RKS0038-8524,-,1,K*,,,33-40,so,00:38:56.2,-85:24:26.2,......,........,25.589,-90.372,-27.424,10.705,1.734,11.561,9.826,.....,4616580395656015744,9.734167,-85.407278
RKS0039+2115,-,1,K*,HIP003093+,G2K000064,00-33,eq,00:39:21.8,+21:15:01.7,......,........,89.789,-462.056,-369.814,5.635,1.022,6.098,5.075,.....,2802397960855105920,9.840833,21.250472
RKS0039+2153,-,1,K*,,G2K000065,40-50,eq,00:39:40.2,+21:53:19.4,......,........,20.556,203.369,-60.054,11.184,1.716,12.034,10.318,.....,2802500726537981824,9.917500,21.888722
RKS0039+1039,-,1,K*,HIP003121+,G2K000066,33-40,eq,00:39:42.2,+10:39:13.6,......,........,29.488,526.268,-198.721,9.859,1.585,10.618,9.034,.....,2750568150952721152,9.925833,10.653778
RKS0039-2627,-,1,K*,HIP003125,G2K000067,40-50,eq,00:39:44.6,-26:27:57.5,......,........,24.817,246.063,-15.802,9.666,1.592,10.436,8.844,.....,2343528121716418048,9.935833,-26.465972
RKS0040-0713,-,1,K*,,G2K000068,00-33,eq,00:40:47.1,-07:13:50.6,......,........,37.789,-9.108,-77.838,9.468,1.577,10.227,8.650,.....,2523361151179609216,10.196250,-7.230722
RKS0040+4011,-,1,K*,HIP003206,,00-33,no,00:40:49.3,+40:11:13.8,......,........,55.756,356.305,-668.983,7.078,1.122,7.587,6.465,.....,369092520004831232,10.205417,40.187167
RKS0041-0131,-,1,K*,,G2K000069,33-40,eq,00:41:11.0,-01:31:18.5,......,........,29.363,57.704,-142.332,8.252,1.057,8.720,7.663,.....,2530763716292737792,10.295833,-1.521806
RKS0041+1253,-,1,K*,,G2K000070,40-50,eq,00:41:12.2,+12:53:14.1,......,........,21.160,-25.603,-90.756,9.215,1.133,9.720,8.588,.....,2776209724185243392,10.300833,12.887250
RKS0041-5219,-,1,K*,HIP003243,,40-50,so,00:41:15.3,-52:19:01.8,......,........,23.577,132.286,7.887,10.310,1.581,11.073,9.492,.....,4924960147020781824,10.313750,-52.317167
RKS0041+3425,-,1,K*,,,40-50,no,00:41:17.3,+34:25:16.8,......,........,22.946,45.543,-37.099,9.584,1.246,10.156,8.910,.....,362358217441504128,10.322083,34.421333
RKS0041-1310,A,2,K*,HIP003249,G2K000071,33-40,eq,00:41:24.3,-13:10:19.6,AB,0.6622,29.030,50.935,61.206,10.239,1.794,10.973,9.179,191.8,2376017311632174208,10.351250,-13.172111
RKS0041-1310,B,-,..,,,33-40,eq,00:41:24.3,-13:10:19.6,AB,0.6622,29.030,50.935,61.206,NaN,NaN,NaN,NaN,191.8,,10.351250,-13.172111
RKS0041+3116,-,1,K*,HIP003256,,40-50,no,00:41:29.0,+31:16:08.7,......,........,20.864,229.546,18.951,10.981,1.766,11.854,10.088,.....,360649022320764032,10.370833,31.269083
RKS0041-3337,-,1,K*,HIP003261,,00-33,so,00:41:30.5,-33:37:32.0,......,........,50.954,-347.517,-251.053,9.835,1.877,10.783,8.906,.....,5006921282807193856,10.377083,-33.625556
RKS0041+1819,-,1,K*,HIP003280,G2K000072,40-50,eq,00:41:48.7,+18:19:33.2,......,........,22.198,-92.190,-268.901,10.406,1.583,11.172,9.589,.....,2783053359434303744,10.452917,18.325889
RKS0042-5652,-,1,K*,HIP003317,,40-50,so,00:42:16.3,-56:52:32.0,......,........,20.093,-75.206,-1.435,10.090,1.379,10.735,9.356,.....,4908245921010386816,10.567917,-56.875556
RKS0042-7747,-,1,K*,,,40-50,so,00:42:20.3,-77:47:39.7,......,........,20.095,79.761,-29.871,9.820,1.323,10.437,9.114,.....,4635593356881798912,10.584583,-77.794361
RKS0042+6022,-,1,K*,,,40-50,no,00:42:24.2,+60:22:56.8,......,........,23.688,-39.251,52.581,10.219,1.512,10.944,9.432,.....,427052622637120384,10.600833,60.382444
RKS0042-5407,-,1,K*,HIP003337,,40-50,so,00:42:33.2,-54:07:12.0,......,........,24.689,-70.529,-162.753,8.615,1.024,9.067,8.043,.....,4921558739080323840,10.638333,-54.120000
RKS0042-2237,-,1,K*,,G2K000073,40-50,eq,00:42:56.6,-22:37:13.6,......,........,20.647,139.065,31.932,9.623,1.216,10.175,8.958,.....,2349144220953097984,10.735833,-22.620444
RKS0042+2239,-,1,K*,HIP003378,G2K000074,00-33,eq,00:42:56.8,+22:39:34.6,......,........,31.570,400.509,21.948,10.876,1.845,11.798,9.953,.....,2803019356723339392,10.736667,22.659611
RKS0043-2042,-,1,K*,,G2K000075,40-50,eq,00:43:09.1,-20:42:15.6,......,........,21.141,196.133,-207.642,11.753,1.860,12.677,10.817,.....,2350654434533221248,10.787917,-20.704333
RKS0043+3350,-,1,K*,HIP003418,,00-33,no,00:43:32.9,+33:50:40.4,......,........,47.481,-205.145,-358.822,8.297,1.391,8.949,7.558,.....,362082308742525824,10.887083,33.844556
RKS0043+2353,-,1,K*,HIP003428,G2K000076,40-50,eq,00:43:41.4,+23:53:07.2,......,........,22.180,113.822,-198.154,10.316,1.745,11.178,9.434,.....,2803427825293084160,10.922500,23.885333
RKS0044-3638,-,1,K*,,,40-50,so,00:44:05.8,-36:38:25.9,......,........,20.735,-33.512,-92.761,10.034,1.369,10.674,9.305,.....,5001179770525584512,11.024167,-36.640528
RKS0044+3123,B,-,K*,,,33-40,no,00:44:17.0,+31:23:53.4,......,55.116,29.579,27.336,-34.520,9.124,1.262,9.704,8.442,357.5,360620026996556672,11.070833,31.398167
RKS0044+3122,A,2,K*,,,33-40,no,00:44:17.2,+31:22:58.5,......,55.116,29.850,20.019,-41.968,8.518,1.067,8.990,7.923,357.5,360615594590891648,11.071667,31.382917
RKS0044+4555,-,1,K*,,,40-50,no,00:44:21.2,+45:55:12.7,......,........,24.308,-44.849,28.900,8.720,1.043,9.182,8.139,.....,389660461253004672,11.088333,45.920194
RKS0044+2706,-,1,K*,,G2K000077,40-50,eq,00:44:23.1,+27:06:38.6,......,........,22.561,-10.267,-25.405,9.840,1.303,10.440,9.137,.....,2808554293962318592,11.096250,27.110722
RKS0044-1856,B,-,..,,,33-40,eq,00:44:37.2,-18:56:48.3,AB,0.1965,27.474,272.691,184.911,NaN,NaN,NaN,NaN,235.2,,11.155000,-18.946750
RKS0044-1856,A,2,K*,HIP003493,G2K000078,33-40,eq,00:44:37.2,-18:56:48.3,AB,0.1965,27.474,272.691,184.911,10.070,1.857,10.993,9.137,235.2,2368926256202381824,11.155000,-18.946750
RKS0045+0229,-,1,K*,,G2K000079,40-50,eq,00:45:03.8,+02:29:37.0,......,........,21.566,95.506,-7.563,10.036,1.375,10.678,9.304,.....,2550728025658627968,11.265833,2.493611
RKS0045+0147,-,1,K*,HIP003535+,G2K000080,00-33,eq,00:45:04.9,+01:47:07.8,......,........,44.580,-49.861,-572.897,7.720,1.183,8.260,7.077,.....,2549518150551364864,11.270417,1.785500
RKS0045+1659,-,1,K*,HIP003551,G2K000081,40-50,eq,00:45:21.8,+16:59:03.2,......,........,21.423,177.480,-65.878,9.626,1.178,10.157,8.979,.....,2781911310450240640,11.340833,16.984222
RKS0045+2603,-,1,K*,HIP003571,G2K000082,33-40,eq,00:45:37.8,+26:03:59.3,......,........,29.860,151.940,-108.049,10.343,1.740,11.203,9.462,.....,2808231625954596352,11.407500,26.066472
RKS0045-6752,-,1,K*,HIP003579,,40-50,so,00:45:42.9,-67:52:29.1,......,........,21.389,-64.048,-41.239,9.444,1.174,9.969,8.795,.....,4703649725026569088,11.428750,-67.874750
RKS0045-4154,A,2,K*,HIP003588,,00-33,so,00:45:48.3,-41:54:33.0,......,4.758,63.507,306.592,-74.278,7.909,1.473,8.607,7.134,116.0,4986970575602213504,11.451250,-41.909167
RKS0045-4154,B,-,K*,HIP003588+,,00-33,so,00:45:48.7,-41:54:34.6,......,4.758,63.562,279.832,-108.390,8.428,1.669,9.240,7.571,116.0,4986970575602213632,11.452917,-41.909611
RKS0045-2415,-,1,K*,,G2K000083,40-50,eq,00:45:56.3,-24:15:58.9,......,........,21.473,-35.999,-2.577,10.813,1.100,11.073,9.973,.....,2348640124935763584,11.484583,-24.266361
RKS0046+0347,-,1,K*,HIP003618,G2K000084,33-40,eq,00:46:24.4,+03:47:16.4,......,........,27.934,61.115,-170.910,10.170,1.655,10.979,9.325,.....,2550970747145844480,11.601667,3.787889
RKS0046+1419,-,1,K*,HIP003633,G2K000085,40-50,eq,00:46:34.0,+14:19:31.6,......,........,21.369,203.206,-57.590,9.593,1.217,10.143,8.926,.....,2777950525969746944,11.641667,14.325444
RKS0047+2700,-,1,K*,,G2K000086,40-50,eq,00:47:04.7,+27:00:19.7,......,........,22.690,124.983,-10.487,9.961,1.353,10.589,9.236,.....,2808863467183478272,11.769583,27.005472
RKS0047+3812,-,1,K*,,,40-50,no,00:47:14.2,+38:12:17.1,......,........,24.404,117.895,-54.079,10.475,1.636,11.269,9.634,.....,367906245740770304,11.809167,38.204750
RKS0047+0601,-,1,K*,HIP003724,G2K000087,40-50,eq,00:47:48.5,+06:01:54.9,......,........,24.610,57.021,-37.460,10.959,1.831,11.876,10.045,.....,2556039491454250112,11.952083,6.031917
RKS0048+1640,-,1,K*,,G2K000088,40-50,eq,00:48:13.2,+16:40:15.3,......,........,24.301,-70.582,-257.817,10.031,1.529,10.762,9.233,.....,2781832072598141568,12.055000,16.670917
RKS0048+7116,-,1,K*,,,40-50,no,00:48:21.0,+71:16:11.4,......,........,22.190,217.640,-96.990,10.345,1.823,11.259,9.436,.....,536186882629917568,12.087500,71.269833
RKS0048+0516,-,1,K*,HIP003765+,G2K000089,00-33,eq,00:48:23.0,+05:16:50.2,......,........,134.499,755.561,-1141.745,5.442,1.110,5.956,4.846,.....,2552925644460225152,12.095833,5.280611
RKS0048+4244,-,1,K*,,,33-40,no,00:48:30.7,+42:44:58.8,......,........,27.569,-111.426,0.315,11.045,1.817,11.950,10.133,.....,375454947117341184,12.127917,42.749667
RKS0049+5749,-,1,K*,HIP003821,,00-33,no,00:49:05.2,+57:49:04.1,......,........,168.752,1144.574,-469.382,6.755,1.764,7.631,5.868,.....,425040000959067008,12.271667,57.817806
RKS0049+4254,-,1,K*,,,40-50,no,00:49:14.2,+42:54:27.5,......,........,20.283,155.967,-52.250,9.936,1.319,10.545,9.225,.....,375415948814263808,12.309167,42.907639
RKS0049+2003,-,1,K*,HIP003855,G2K000090,40-50,eq,00:49:17.2,+20:03:45.9,......,........,21.421,236.331,-119.294,10.185,1.301,10.782,9.481,.....,2789355107249633792,12.321667,20.062750
RKS0049+7026,-,1,K*,HIP003876,,00-33,no,00:49:46.5,+70:26:58.1,......,........,46.345,369.744,201.841,7.488,1.092,7.979,6.886,.....,536088338900732544,12.443750,70.449472
RKS0049-5435,-,1,K*,HIP003879,,00-33,so,00:49:48.3,-54:35:35.6,......,........,37.349,86.133,55.107,9.071,1.424,9.740,8.317,.....,4921063993207393408,12.451250,-54.593222
RKS0050+3318,-,1,K*,,,40-50,no,00:50:08.1,+33:18:21.4,......,........,20.061,72.505,25.238,11.221,1.740,12.083,10.343,.....,361305057100138112,12.533750,33.305944
RKS0050+5930,-,1,K*,HIP003930,,40-50,no,00:50:27.5,+59:30:08.4,......,........,21.360,162.731,-159.781,9.808,1.249,10.375,9.126,.....,426757197605720064,12.614583,59.502333
RKS0051+1844,A,2,K*,HIP003998,G2K000091,00-33,eq,00:51:21.8,+18:44:21.2,AB,0.0090,44.955,53.336,-268.473,8.756,1.492,9.467,7.975,: 131.9,2788907296779604864,12.840833,18.739222
RKS0051+1844,B,-,..,,,00-33,eq,00:51:21.8,+18:44:21.2,AB,0.0090,44.955,53.336,-268.473,NaN,NaN,NaN,NaN,: 131.9,,12.840833,18.739222
RKS0051-4335,-,1,K*,HIP004010,,40-50,so,00:51:26.8,-43:35:26.1,......,........,20.899,63.696,25.693,9.458,1.069,9.928,8.859,.....,4985622780505934464,12.861667,-43.590583
RKS0051+5818,-,1,K*,HIP004012,,00-33,no,00:51:29.8,+58:18:07.2,......,........,52.703,1567.038,405.481,9.962,1.869,10.903,9.034,.....,424422281584852352,12.874167,58.302000
RKS0051-2254,-,1,K*,HIP004022+,G2K000092,00-33,eq,00:51:34.0,-22:54:36.2,......,........,65.190,613.143,-276.357,8.409,1.614,9.193,7.579,.....,2349206308999273984,12.891667,-22.910056
RKS0051-1453,-,1,K*,HIP004024,G2K000093,40-50,eq,00:51:34.6,-14:53:26.4,......,........,22.209,147.970,-275.623,9.401,1.297,9.996,8.699,.....,2372339105936148864,12.894167,-14.890667
RKS0051+7837,-,1,K*,HIP004041,,40-50,no,00:51:50.0,+78:37:32.5,......,........,23.444,180.161,16.654,8.235,0.988,8.663,7.674,.....,563920276727925376,12.958333,78.625694
RKS0052+0948,-,1,K*,HIP004120,G2K000094,40-50,eq,00:52:46.9,+09:48:12.4,......,........,22.231,-33.534,-49.466,8.315,1.003,8.754,7.750,.....,2581952820152989952,13.195417,9.803444
RKS0053-3021,-,1,K*,HIP004148,,00-33,so,00:53:01.1,-30:21:24.8,......,........,71.547,619.988,31.931,6.871,1.141,7.388,6.247,.....,5031808453624044800,13.254583,-30.356889
RKS0053+5707,-,1,K*,,,40-50,no,00:53:01.5,+57:07:01.1,......,........,20.634,99.535,-78.402,11.300,1.797,12.203,10.406,.....,424208289131975040,13.256250,57.116972
RKS0053-1455,-,1,K*,,G2K000095,40-50,eq,00:53:29.2,-14:55:27.1,......,........,21.047,111.609,-24.773,11.196,1.799,12.102,10.303,.....,2372418476931535360,13.371667,-14.924194
RKS0053+0355,-,1,K*,,G2K000096,40-50,eq,00:53:36.1,+03:55:42.0,......,........,20.633,-60.166,-89.713,10.327,1.337,10.943,9.606,.....,2551703159328997888,13.400417,3.928333
RKS0053+4556,-,1,K*,HIP004223,,00-33,no,00:53:53.3,+45:56:40.4,......,........,34.510,305.263,69.558,10.415,1.865,11.354,9.489,.....,378026395579085952,13.472083,45.944556
RKS0054-5035,-,1,K*,,,40-50,so,00:54:14.8,-50:35:39.0,......,........,23.556,574.037,94.852,11.814,1.927,12.781,10.854,.....,4925529006849138048,13.561667,-50.594167
RKS0054+5133,-,1,K*,,,40-50,no,00:54:51.1,+51:33:25.6,......,........,21.655,118.543,-86.513,11.128,1.782,12.019,10.237,.....,416596163972017920,13.712917,51.557111
RKS0055+0055,-,1,K*,HIP004312,G2K000097,40-50,eq,00:55:12.0,+00:55:57.5,......,........,23.437,-227.828,-126.498,10.161,1.476,10.857,9.380,.....,2537344740061139968,13.800000,0.932639
RKS0055+0428,-,1,K*,,G2K000098,40-50,eq,00:55:39.7,+04:28:26.8,......,........,23.795,-45.305,-389.674,11.137,1.818,12.047,10.229,.....,2551838124381229312,13.915417,4.474111
RKS0055-2940,A,2,K*,HIP004353,G2K000099,00-33,eq,00:55:49.3,-29:40:33.4,AB,1.2202,32.145,394.880,173.689,9.070,1.439,9.705,8.265,110.0,5032229910174557056,13.955417,-29.675944
RKS0055-2940,B,-,..,,,00-33,eq,00:55:49.3,-29:40:33.4,AB,1.2202,32.145,394.880,173.689,NaN,NaN,NaN,NaN,110.0,,13.955417,-29.675944
RKS0055-4708,-,1,K*,HIP004365,,40-50,so,00:55:56.6,-47:08:58.2,......,........,23.825,-57.190,-9.234,10.417,1.764,11.288,9.525,.....,4981046437015512064,13.985833,-47.149500
RKS0056+1509,-,1,K*,,G2K000100,40-50,eq,00:56:27.6,+15:09:45.6,......,........,24.216,27.226,-76.541,8.576,1.011,9.020,8.009,.....,2778264230381113728,14.115000,15.162667
RKS0056-1851,-,1,K*,HIP004418,G2K000101,40-50,eq,00:56:36.9,-18:51:54.0,......,........,21.047,183.193,-59.399,9.831,1.202,10.372,9.170,.....,2357129046193104896,14.153750,-18.865000
RKS0056-6609,-,1,K*,,,40-50,so,00:56:37.9,-66:09:49.3,......,........,20.351,39.159,38.726,11.079,1.715,11.933,10.218,.....,4705576374340650752,14.157917,-66.163694
RKS0056-1135,-,1,K*,HIP004443,G2K000102,00-33,eq,00:56:50.4,-11:35:19.8,......,........,39.272,-204.083,-240.363,10.386,1.942,11.375,9.433,.....,2472505371140425472,14.210000,-11.588833
RKS0056-5152,-,1,K*,HIP004448,,33-40,so,00:56:55.5,-51:52:31.8,......,........,26.975,96.245,10.753,8.767,1.334,9.383,8.049,.....,4928347433108236416,14.231250,-51.875500
RKS0057+6902,-,1,K*,HIP004454,,00-33,no,00:57:04.4,+69:02:36.4,......,........,39.894,714.572,-233.659,8.748,1.301,9.350,8.049,.....,532855499837123584,14.268333,69.043444
RKS0057-5135,-,1,K*,HIP004468,,33-40,so,00:57:16.3,-51:35:04.7,......,........,32.393,102.655,-141.130,10.181,1.713,11.022,9.309,.....,4928367189956040960,14.317917,-51.584639
RKS0057-6214,-,1,K*,HIP004473,,00-33,so,00:57:19.7,-62:14:44.1,......,........,47.765,1027.070,128.426,8.943,1.618,9.733,8.115,.....,4710180171260274816,14.332083,-62.245583
RKS0057-0148,-,1,K*,HIP004478,G2K000103,40-50,eq,00:57:20.2,-01:48:57.6,......,........,22.079,-246.526,-180.791,9.203,1.060,9.670,8.610,.....,2535582012467590144,14.334167,-1.816000
RKS0057-3951,-,1,K*,HIP004482,,40-50,so,00:57:26.5,-39:51:30.9,......,........,21.243,186.126,-18.995,9.695,1.201,10.238,9.037,.....,4987607467712676736,14.360417,-39.858583
RKS0057+0551,-,1,K*,,G2K000104,00-33,eq,00:57:44.6,+05:51:20.6,......,........,56.189,-55.753,1.250,9.559,1.866,10.499,8.633,.....,2553195883802687104,14.435833,5.855722
RKS0100-2536,-,1,K*,HIP004691,G2K000105,33-40,eq,01:00:18.5,-25:36:52.7,......,........,27.596,421.672,-17.010,9.545,1.357,10.175,8.818,.....,2344381647681790720,15.077083,-25.614639
RKS0100-1335,-,1,K*,HIP004699,G2K000106,40-50,eq,01:00:22.5,-13:35:57.9,......,........,24.643,-104.202,-90.156,9.705,1.308,10.307,8.999,.....,2372235648763459200,15.093750,-13.599417
RKS0100+2356,-,1,K*,,G2K000107,40-50,eq,01:00:46.7,+23:56:54.2,......,........,24.750,129.881,8.409,10.719,1.736,11.565,9.830,.....,2804137761912113536,15.194583,23.948389
RKS0101+6552,A,2,K*,,,40-50,no,01:01:22.8,+65:52:19.6,......,........,23.893,143.596,-7.278,8.079,0.940,8.490,7.551,.....,525862056127397248,15.345000,65.872111
RKS0101+6552,B,-,K*,,,40-50,no,01:01:22.8,+65:52:23.7,......,........,23.780,140.612,-36.542,11.528,1.603,12.040,10.436,.....,525862056127396736,15.345000,65.873250
RKS0101-0953,-,1,K*,HIP004824,G2K000108,33-40,eq,01:01:57.0,-09:53:08.0,......,........,29.024,-196.722,-490.031,9.960,1.575,10.718,9.143,.....,2473159374400564992,15.487500,-9.885556
RKS0102-1025,-,1,K*,HIP004845,G2K000109,00-33,eq,01:02:21.1,-10:25:25.8,......,........,47.370,25.961,-176.827,9.378,1.747,10.245,8.498,.....,2473055951588089088,15.587917,-10.423833
RKS0102+0503,A,2,K*,HIP004849,G2K000110,00-33,eq,01:02:24.5,+05:03:41.4,AB,0.7456,65.760,337.620,224.358,7.888,1.302,8.399,7.097,068.0,2552288133874677760,15.602083,5.061500
RKS0102+0503,B,-,..,,,00-33,eq,01:02:24.5,+05:03:41.4,AB,0.7456,65.760,337.620,224.358,NaN,NaN,NaN,NaN,068.0,,15.602083,5.061500
RKS0102-2136,-,1,K*,HIP004855,G2K000111,00-33,eq,01:02:27.4,-21:36:34.2,......,........,30.872,231.189,-33.600,10.152,1.717,10.994,9.278,.....,2352443855348067584,15.614167,-21.609500
RKS0102+4702,-,1,K*,HIP004900,,00-33,no,01:02:52.7,+47:02:49.8,......,........,33.691,396.727,-173.247,10.293,1.800,11.186,9.387,.....,401232962871884800,15.719583,47.047167
RKS0103-8005,-,1,K*,,,40-50,so,01:03:22.0,-80:05:20.9,......,........,20.688,90.338,24.358,10.416,1.728,11.269,9.541,.....,4631686409814553984,15.841667,-80.089139
RKS0103-4547,-,1,K*,HIP004964,,40-50,so,01:03:38.8,-45:47:31.4,......,........,20.531,-287.941,-1718.394,11.169,1.461,11.856,10.395,.....,4981626021378444928,15.911667,-45.792056
RKS0103+4051,-,1,K*,HIP004967,,33-40,no,01:03:40.1,+40:51:29.1,......,........,32.201,116.612,-161.306,10.118,1.714,10.968,9.253,.....,374400957846408192,15.917083,40.858083
RKS0104-2536,-,1,K*,HIP005027,G2K000112,00-33,eq,01:04:24.2,-25:36:18.0,......,........,37.021,-34.404,-318.057,9.311,1.480,10.014,8.534,.....,5034869184758130816,16.100833,-25.605000
RKS0104-0221,A,2,K*,HIP005031,G2K000113,33-40,eq,01:04:26.5,-02:21:59.7,AB,0.0112,25.485,-207.159,-136.245,8.910,1.020,9.358,8.338,: 078.8,2532372026925699712,16.110417,-2.366583
RKS0104-0221,B,-,..,,,33-40,eq,01:04:26.5,-02:21:59.7,AB,0.0112,25.485,-207.159,-136.245,NaN,NaN,NaN,NaN,: 078.8,,16.110417,-2.366583
RKS0104+2607,-,1,K*,HIP005041,G2K000114,00-33,eq,01:04:32.4,+26:07:12.6,......,........,33.426,315.461,13.487,9.517,1.548,10.264,8.717,.....,306637167168935168,16.135000,26.120167
RKS0104+0338,-,1,K*,,G2K000115,40-50,eq,01:04:33.3,+03:38:03.1,......,........,20.229,10.692,14.807,11.053,1.076,11.513,10.436,.....,2539855401848145920,16.138750,3.634194
RKS0105-6812,-,1,K*,,,40-50,so,01:05:24.2,-68:12:17.6,......,........,20.114,58.646,195.359,11.043,1.593,11.809,10.216,.....,4704179139875567872,16.350833,-68.204889
RKS0105+1523,B,-,K*,HIP005110+,G2K000116,00-33,eq,01:05:29.8,+15:23:18.5,......,........,37.411,2.844,-191.723,9.209,1.740,10.069,8.328,.....,2783518212334778880,16.374167,15.388472
RKS0105+1523,A,2,K*,HIP005110,G2K000117,00-33,eq,01:05:29.9,+15:23:24.2,......,........,36.647,7.807,-198.850,8.764,1.289,9.360,8.071,.....,2783518418493208832,16.374583,15.390056
RKS0105-6644,-,1,K*,HIP005114,,40-50,so,01:05:32.2,-66:44:32.6,......,........,23.843,-2.852,275.816,9.746,1.219,10.297,9.078,.....,4704565339038953728,16.384167,-66.742389
RKS0105+1514,-,1,K*,,G2K000118,40-50,eq,01:05:55.6,+15:14:40.7,......,........,20.311,14.592,-116.073,11.648,1.780,12.525,10.745,.....,2783326381915285120,16.481667,15.244639
RKS0106+5434,-,1,K*,,,40-50,no,01:06:03.4,+54:34:49.0,......,........,24.310,-19.045,-17.539,11.136,1.877,12.089,10.212,.....,411381695718394880,16.514167,54.580278
RKS0106-1417,-,1,K*,HIP005191,G2K000119,40-50,eq,01:06:26.2,-14:17:47.1,......,........,22.010,99.926,-94.629,9.218,1.097,9.703,8.606,.....,2371914419569515136,16.609167,-14.296417
RKS0106-5852,-,1,K*,,,40-50,so,01:06:44.7,-58:52:29.8,......,........,21.635,-81.853,-27.387,10.919,1.650,11.722,10.071,.....,4904059530487314432,16.686250,-58.874944
RKS0106-5059,-,1,K*,HIP005224,,00-33,so,01:06:47.4,-50:59:22.0,......,........,33.903,489.903,11.590,8.559,1.142,9.072,7.930,.....,4928317368337019264,16.697500,-50.989444
RKS0107-0035,-,1,K*,HIP005245,G2K000120,33-40,eq,01:07:04.5,-00:35:31.4,......,........,26.095,-53.624,-40.659,8.747,1.050,9.187,8.137,.....,2533216761093543680,16.768750,-0.592056
RKS0107+1909,-,1,K*,,G2K000121,40-50,eq,01:07:05.5,+19:09:08.3,......,........,20.208,66.653,-6.567,9.713,1.213,10.269,9.055,.....,2785462251971780992,16.772917,19.152306
RKS0107+6356,-,1,K*,HIP005247,,00-33,no,01:07:08.2,+63:56:28.7,......,........,66.367,1546.983,319.141,8.411,1.651,9.215,7.564,.....,523433578540463488,16.784167,63.941306
RKS0107-3225,-,1,K*,HIP005260,,00-33,so,01:07:13.6,-32:25:46.8,......,........,36.357,-13.533,-160.593,9.993,1.837,10.912,9.076,.....,5027726757224514176,16.806667,-32.429667
RKS0107-1530,-,1,K*,,G2K000122,40-50,eq,01:07:31.2,-15:30:29.6,......,........,20.999,-128.835,-298.643,11.534,1.821,12.442,10.621,.....,2359752480936462592,16.880000,-15.508222
RKS0107+2257,-,1,K*,HIP005286,G2K000123,00-33,eq,01:07:37.9,+22:57:17.9,......,........,48.687,103.070,-490.315,8.028,1.348,8.660,7.312,.....,2791782794564103808,16.907917,22.954972
RKS0108+0359,-,1,K*,,G2K000124,40-50,eq,01:08:09.4,+03:59:42.4,......,........,24.379,44.754,-13.786,9.838,1.385,10.486,9.100,.....,2539906808312182784,17.039167,3.995111
RKS0108+1714,-,1,K*,HIP005369+,G2K000125,00-33,eq,01:08:40.4,+17:14:33.3,......,........,34.967,-58.916,-584.037,9.988,1.639,10.787,9.148,.....,2784924659505377280,17.168333,17.242583
